"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/04/24 5:12:06 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja","Żadne z powyższych","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Książki i publikacje naukowe","używanie jednorazowego sprzętu w czasie tzw. chemseksu;używanie lubrykantów;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);używanie prezerwatywy;seks z jednym, stałym partnerem;seks nieprowadzący do ejakulacji","Kobieta","42-49","Doktorskie i wyżej","Miasto od 100 do 250 tys.","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 5:26:55 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Kobieta","26-33","Średnie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 5:30:19 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Narkotykach;Marihuanie","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","34-41","Średnie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/04/24 5:31:31 pm CET","Tak","Tak","2-5","Seks analny","Żadne z powyższych","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na HIV i WZW B;seks z jednym, stałym partnerem","Mężczyzna","42-49","Wyższe magisterskie","MIasto od 50 do 100 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 5:33:12 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","26-33","Wyższe inżynierskie","Miasto pow. 1 mln","Freelancer - wolny zawód","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/04/24 5:33:26 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, bo nie interesuje mnie to","Nie, bo nie interesuje mnie to","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","18-25","Licencjat","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 5:43:19 pm CET","Tak","Tak","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 5:47:46 pm CET","Tak","Tak","21-50","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, dwa lub trzy razy","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Kobieta","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Freelancer - wolny zawód","Biseksualna","osoba poliamoryczna w kilku związkach","Tylko otwarte"
"2019/04/24 5:48:05 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Marihuanie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 5:49:19 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","26-33","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 5:59:13 pm CET","Tak","Tak","21-50","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, dwa lub trzy razy","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu","Mężczyzna","18-25","Średnie","Miasto do 50 tys.","Pracownik","Biseksualna","Singiel/-ka","Przeważnie otwarte"
"2019/04/24 6:09:57 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja","Poppersie","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","26-33","Wyższe magisterskie","Wieś","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko otwarte"
"2019/04/24 6:24:59 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Miasto pow. 1 mln","Student","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 6:25:58 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Poppersie","Nie. Kogo nie dotyczy? (Odpowiedź wpisz proszę w inne);Osób w stałym związku","Tak, dwa lub trzy razy","Tak, robię to co najmniej raz do roku","Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 6:27:05 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Poppersie","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;stosunek przerywany;seks nieprowadzący do ejakulacji;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Doktorskie i wyżej","Miasto od 100 do 250 tys.","Pracodawca","Homoseksualna","W związku partnerskim","Przeważnie zamknięte"
"2019/04/24 6:39:49 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;seks analny i/lub oralny","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/04/24 6:57:55 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Wieś","Student","Heteroseksualna","W związku heteroseksualnym","Ciężko powiedzieć"
"2019/04/24 7:00:28 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Marihuanie;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Organizacje pozarzadowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/24 7:06:56 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;seks z jednym, stałym partnerem","Kobieta","26-33","Średnie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 7:27:59 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Nie. Kogo nie dotyczy? (Odpowiedź wpisz proszę w inne)","Tak, dwa lub trzy razy","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Ciężko powiedzieć"
"2019/04/24 7:28:49 pm CET","Tak","Tak","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Opioidach i/lub benzodiazepinach (silne leki uspokajające, przeciwpsychotyczne, nasenne, przeciwlękowe, przeciwdepresyjne, przeciwbólowe i przeciwkaszlowe)","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Miasto od 100 do 250 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 7:37:30 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Marihuanie;Poppersie","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","18-25","Wyższe inżynierskie","Miasto od 500 tys. do 1 mln","Student","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 7:37:56 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracownik","Biseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 7:47:28 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Fisting","Alkoholu;Poppersie","Tak","Tak, ale tylko raz","Tak, ale tylko raz","Przyjaciele, znajomi","używanie jednorazowego sprzętu w czasie tzw. chemseksu;używanie prezerwatywy","Mężczyzna","42-49","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 7:47:58 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Marihuanie","Tak","Tak, ale tylko raz","Tak, ale tylko raz","Szkoła, studia, edukacja seksualna","podejmowanie świadomych kontaktów seksualnych;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Kobieta","18-25","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Student","Homoseksualna","Singiel/-ka","Przeważnie otwarte"
"2019/04/24 7:58:45 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Lekarz, pielęgniarka, położna","rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;higiena osobista przed i po stosunku;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 7:59:55 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming","Alkoholu;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","18-25","Licencjat","Miasto pow. 1 mln","Student","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 7:59:55 pm CET","Nie","","","","","","","","","","","","","","","","",""
"2019/04/24 8:00:28 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Wieś","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
