"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/04/18 8:02:18 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Amogis e colegas;Livros e publicações científicas","Usar de preservativo;Usar métodos contracetivos","Homem","Ensino profissional","18-25","Uma aldeia.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 8:48:33 am CET","Sim","Não","Com um parceiro","Sexo vaginal;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Familia;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","É complicado"
"2019/04/18 9:00:01 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Nenhuma","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Familia;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","26-33","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Heterossexual","Casado com alguém do sexo oposto","Fechadas"
"2019/04/18 9:51:13 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Internet","Ter contactos sexuais conscientes.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente fechadas"
"2019/04/18 10:00:02 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Não","Sim","Não, não estou interessado em saber.","Não, não estou interessado em saber.","Escola e educação sexual.;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Todas","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Bissexual","Numa relação homossexual","Fechadas"
"2019/04/18 10:19:38 am CET","Sim","Sim","2-5","Sexo vaginal;Masturbação","Não ","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Usar de preservativo;Ter relações apenas com um parceiro","Mulher","Ensino profissional","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 10:27:27 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 10:45:49 am CET","Sim","Sim","6-10","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Bissexual","Numa relação heterossexual","Fechadas"
"2019/04/18 10:49:06 am CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Familia;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Bissexual","Numa relação heterossexual","Fechadas"
"2019/04/18 11:02:17 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Familia;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente abertas"
"2019/04/18 11:38:32 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Mestrado","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 11:58:20 am CET","Sim","Sim","11-20","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Pornografia (filmes e revistas);Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 12:22:39 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Nunca tive relações sob o efeito de alguma das acima mencionadas nem de outras.","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Familia;Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 12:36:12 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Undefined","Single","Maioritariamente fechadas"
"2019/04/18 12:53:05 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","nada","Sim","Sim, faço, pelo menos, uma vez por ano.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.","Ter contactos sexuais conscientes.;Usar de preservativo;Ter relações apenas com um parceiro","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/18 1:03:42 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Familia;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Heterossexual","Solteira ","Maioritariamente fechadas"
"2019/04/18 1:26:19 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Nada","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.","Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Homem","Secundária","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 1:55:44 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição);Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Trabalhador independente","Prefiro não responder","Solteira","Fechadas"
"2019/04/18 2:02:24 pm CET","Sim","Não","11-20","Sexo anal;Sexo oral;Masturbação","Falta a opcao nao ","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Tomar PrEP (profilaxia pre-exposição);Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Homossexual","Falta a opção solteiro","Abertas"
"2019/04/18 2:06:18 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 2:08:46 pm CET","Sim","Não","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Praticar sexo anal/oral;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Solteiro","Fechadas"
"2019/04/18 2:28:08 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Pornografia (filmes e revistas);Internet","Ter contactos sexuais conscientes.;Auto observação e análise genital;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 2:31:21 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 2:39:34 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Escola e educação sexual.;Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Bissexual","Numa relação homossexual","É complicado"
"2019/04/18 2:42:51 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 2:45:33 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 2:58:40 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Nenhuma ","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 3:29:04 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 3:46:02 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool;Drogas;Marijuana","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Familia;Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Solteira","É complicado"
"2019/04/18 3:55:06 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral","Nenhuma","Sim","Sim, fiz uma vez.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Internet","Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo","Mulher","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente fechadas"
"2019/04/18 3:57:26 pm CET","Sim","Sim","11-20","Sexo anal;Sexo oral;Masturbação","Álcool;Drogas;Marijuana;Poppers","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Usar de preservativo","Homem","Licenciatura","34-41","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Bissexual","Casado com alguém do mesmo sexo","Abertas"
"2019/04/18 3:58:12 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo oral","Álcool","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Internet;Amogis e colegas","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Higiene pessoal antes e depois de ter relações sexuais;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 5:24:31 pm CET","Sim","Não me lembro","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Bissexual","Solteiro","Fechadas"
"2019/04/18 5:42:04 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral","Álcool;Marijuana","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Abertas"
"2019/04/18 6:36:08 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Fisting","Álcool","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 7:59:57 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Usar de preservativo","Mulher","Licenciatura","26-33","Uma cidade com menos de 50.000 habitantes.","Trabalhador independente","Bissexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/18 8:32:43 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 9:37:14 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Não","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/18 9:40:39 pm CET","Sim","Sim","6-10","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","nada","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Familia;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar PEP (profilaxia pós-exposição);Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Licenciatura","18-25","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Estudante universitário","Bissexual","Numa relação homossexual","Fechadas"
"2019/04/18 11:03:02 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação","Nada","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Homossexual","Solteiro","Maioritariamente abertas"
"2019/04/18 11:21:53 pm CET","Sim","Sim","6-10","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz duas ou três vezes.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Fazer análises a DSTs regularmente.;Auto observação e análise genital;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Abertas"
"2019/04/19 12:23:53 am CET","Sim","Não","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Nenhum","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Análises regulares a VIH e Hepatite B;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante","Heterossexual","Solteiro","É complicado"
"2019/04/19 1:00:23 am CET","Não","","","","","","","","","","","","","","","","",""
