"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/04/28 5:51:59 pm CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;Marijuana;Poppers","No. Why? Who is not affected? (Put your answer into Other...)","Yes, two or three times","Yes, I do it at least once a year","Pornography (movies, magazines);Internet","Informing the sexual partner about the possible infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","42-49","Vocational education","City from 500 thousand to 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/05/01 2:24:32 am CET","Yes","No","11-20","Oral sex;Rimming","Alcohol;None of them","No. Why? Who is not affected? (Put your answer into Other...)","No, because I'm healthy. I know, because I have no symptoms","No, because I'm not interested in it","Internet","making conscious sexual contacts","Male","58-65","Secondary","City over 1 million","University student","Bisexual","In a homosexal relationship","Only closed"
"2019/05/01 4:40:58 am CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;Drugs;Marijuana;Opioids and / or benzodiazepines (strong sedatives, antipsychotics, hypnotics, anxiolytics, antidepressants, analgesics and antitussives);Poppers","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet","Informing the sexual partner about the possible infection","Male","26-33","Primary","City from 50 to 100 thousand","Employee","Homosexual","In a homosexal relationship","Mostly closed"
"2019/05/01 10:51:17 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol","Yes","Yes, but only once","Yes, but only once","Internet","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks","Male","42-49","Secondary","City up to 50 thousand","Employee","Homosexual","In a same-sex partnership","Mostly closed"
"2019/05/03 1:33:16 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing","Alcohol;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis)","Male","34-41","Bachelor","City over 1 million","Employee","Homosexual","In a partnership","Mostly open"
"2019/05/04 8:20:50 am CET","Yes","Yes","With one permanent partner","Vaginal sex;Masturbation","None of them","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","Yes, but only once","School, studies, sex education;Pornography (movies, magazines);Internet","Informing the sexual partner about the possible infection;making conscious sexual contacts;using a condom;sex with one regular partner","Male","34-41","Engineer","City from 250 to 500 thousand","Employee","Heterosexual","In marriage","Mostly closed"
"2019/05/04 7:00:39 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","34-41","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/05/07 12:11:15 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;use of treatment as prevention of HIV infection (TasP);regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","50-57","Vocational education","City over 1 million","Freelancer - free profession","Homosexual","In a same-sex marriage","Only open"
"2019/05/07 1:02:54 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, but only once","Yes, I do it at least once a year","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner;anal and / or oral sex;sex that does not lead to ejaculation","Male","50-57","Secondary","Village","Employee","Homosexual","In a same-sex partnership","Mostly open"
"2019/05/07 1:12:55 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Marijuana","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Books and scientific publications","regular STD’s check-ups;using a condom","Male","50-57","Bachelor","City over 1 million","Employer","Homosexual","In marriage","Only closed"
"2019/05/07 1:45:16 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming;Pissing","Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","42-49","Secondary","City over 1 million","Pensioner","Homosexual","Single","Only open"
"2019/05/07 3:13:21 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","42-49","Vocational education","City over 1 million","Unemployed","Homosexual","Widow/widower","It's hard to say"
"2019/05/07 8:00:26 pm CET","Yes","No","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Internet;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);use of treatment as prevention of HIV infection (TasP);using a condom;using PrEP (pre-exposure prophylaxis)","Male","58-65","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Mostly open"
"2019/05/07 10:08:09 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Doctor, nurse, midwife","making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","66-73","Bachelor","City from 500 thousand to 1 million","Freelancer - free profession","Homosexual","In a same-sex partnership","Mostly open"
"2019/05/08 12:56:24 am CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Opioids and / or benzodiazepines (Codeine, Morphine, Heroin)/(Xanax, Relanium, Valium, Clonazepam)","No. Why? Who is not affected? (Put your answer into Other...)","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","sex with one regular partner","Male","50-57","Vocational education","City over 1 million","Unemployed","Homosexual","In a same-sex marriage","Only closed"
"2019/05/08 2:20:31 am CET","Yes","Yes","21-50","Vaginal sex;Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Opioids and / or benzodiazepines (Codeine, Morphine, Heroin)/(Xanax, Relanium, Valium, Clonazepam);Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines)","regular STD’s check-ups;personal hygiene before and after intercourse","Male","42-49","Bachelor","City up to 50 thousand","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/08 5:52:03 am CET","Yes","No","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Internet;Friends, collegues","making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;anal and / or oral sex;sex that does not lead to ejaculation","Male","50-57","Secondary","City over 1 million","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/08 6:45:53 am CET","Yes","Yes","2-5","Anal sex;Oral sex","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Internet;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Am a transman (post op)","26-33","Bachelor","City from 500 thousand to 1 million","University student","Homosexual","Single","It's hard to say"
"2019/05/08 9:48:34 am CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, but only once","Pornography (movies, magazines);Internet","regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","34-41","Secondary","City over 1 million","Freelancer - free profession","Homosexual","In a same-sex partnership","Only open"
"2019/05/09 8:53:13 am CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Fisting;Rimming","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Books and scientific publications","making conscious sexual contacts;using lubricants;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;anal and / or oral sex","Male","66-73","Secondary","City from 250 to 500 thousand","Pensioner","Homosexual","Single","Mostly open"
"2019/05/09 10:06:05 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","No, because all of my partners were healthy","No, because all of my partners were healthy","Internet","Informing the sexual partner about the possible infection;use of disinfectants on the skin and mucous membranes;making conscious sexual contacts;using lubricants","Male","18-25","Bachelor","City from 500 thousand to 1 million","University student","Bisexual","In a homosexal relationship","Mostly closed"
"2019/05/09 10:06:15 am CET","Yes","No","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","None of them","Yes","Yes, two or three times","Yes, but only once","School, studies, sex education;Pornography (movies, magazines)","using a condom;using PrEP (pre-exposure prophylaxis);No ejaculation in mouth, sometimes abstain from anal sex while masturbating mutually with lots of body contact, using a toy instead of penis for anal sex when bottom. Basically choosing practices based on their pleasure to danger ratio","Male","42-49","PHD and higher","City over 1 million","Employee","Homosexual","In a homosexal relationship","Only open"
"2019/05/09 10:23:47 am CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;personal hygiene before and after intercourse;using a condom;using PrEP (pre-exposure prophylaxis)","Male","34-41","Master's degree","City from 100 to 250 thousand","Employee","Homosexual","In a same-sex partnership","Mostly closed"
"2019/05/09 10:33:29 am CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","26-33","Bachelor","City up to 50 thousand","Employee","Homosexual","Single","Mostly closed"
"2019/05/09 11:15:52 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine)","No. Why? Who is not affected? (Put your answer into Other...);Monogamous partners should be okay as long as they remain so.","Yes, I do it regularly every 3-6 months","Yes, but only once","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;use of treatment as prevention of HIV infection (TasP);using a condom;using PrEP (pre-exposure prophylaxis)","Male","34-41","Secondary","City over 1 million","Freelancer - free profession","Homosexual","In a homosexal relationship","Only closed"
"2019/05/09 11:18:17 am CET","Yes","Yes","21-50","Anal sex;Petting (ratio without oral, vaginal and anal penetration);Rimming","None of them","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Friends, collegues;To","Informing the sexual partner about the possible infection;use of disinfectants on the skin and mucous membranes;using lubricants;using a condom","Gsy","34-41","Bachelor","Village","Employee","Gsy","Single","It's hard to say"
"2019/05/09 11:26:15 am CET","Yes","No","2-5","Oral sex;Masturbation","Marijuana;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Books and scientific publications","using a condom;sex with one regular partner;anal and / or oral sex","Male","50-57","Vocational education","City from 500 thousand to 1 million","Freelancer - free profession","Homosexual","In marriage","Only closed"
"2019/05/09 11:41:15 am CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol","Yes","No, because I'm healthy. I know, because I have no symptoms","Yes, but only once","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","34-41","Master's degree","City from 50 to 100 thousand","Employee","Homosexual","In a homosexal relationship","Mostly closed"
"2019/05/09 11:42:08 am CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Rimming;Pissing","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","34-41","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","In a same-sex marriage","Mostly closed"
"2019/05/09 11:45:56 am CET","Yes","Yes","21-50","Anal sex;Oral sex;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it at least once a year","Yes, I do it regularly every 3-6 months","Internet;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner;intermittent ratio","Male","34-41","Master's degree","City over 1 million","Freelancer - free profession","Homosexual","In a homosexal relationship","Mostly open"
"2019/05/09 12:33:49 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","No. Why? Who is not affected? (Put your answer into Other...)","Yes, I do it regularly every 3-6 months","No, because I'm not interested in it","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","50-57","Secondary","City over 1 million","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/09 12:45:39 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Doctor, nurse, midwife","use of disposable equipment during the so-called chemsex;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","26-33","Secondary","City from 50 to 100 thousand","Unemployed","Homosexual","In a homosexal relationship","Mostly closed"
"2019/05/09 12:54:07 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Doctor, nurse, midwife","conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","50-57","Bachelor","City up to 50 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/05/09 1:20:54 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming","Alcohol;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;sex with one regular partner;anal and / or oral sex","Male","50-57","Bachelor","City from 500 thousand to 1 million","Employee","Homosexual","Single","Mostly open"
"2019/05/09 1:28:29 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;Marijuana;Poppers","Yes","Yes, I do it at least once a year","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Friends, collegues","Informing the sexual partner about the possible infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;regular STD’s check-ups;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","18-25","Engineer","City from 50 to 100 thousand","University student","Homosexual","Single","Only closed"
"2019/05/09 2:20:25 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Marijuana","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;using PEP (immediate post-exposure prophylaxis);use of treatment as prevention of HIV infection (TasP);using a condom;using PrEP (pre-exposure prophylaxis)","Male","50-57","Secondary","City over 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/05/09 2:30:09 pm CET","Yes","No","11-20","Oral sex","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner;anal and / or oral sex;use of contraceptives","Male","26-33","Master's degree","City from 100 to 250 thousand","Employee","Homosexual","Single","Mostly closed"
"2019/05/09 3:04:05 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing;Cock and ball torture, tit torture, wax play, licking arm pits, flogging, electro play","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Fetish workshops and demonstrations","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis);anal and / or oral sex;sex that does not lead to ejaculation","Male","34-41","Master's degree","City over 1 million","Freelancer - free profession","Homosexual","In a same-sex partnership","Only open"
"2019/05/09 3:35:47 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","34-41","Master's degree","City over 1 million","Employee","Homosexual","Single","Only open"
"2019/05/09 3:50:41 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Opioids and / or benzodiazepines (Codeine, Morphine, Heroin)/(Xanax, Relanium, Valium, Clonazepam);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;use of treatment as prevention of HIV infection (TasP);regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","34-41","Bachelor","City from 500 thousand to 1 million","Employee","Homosexual","Single","Only open"
"2019/05/09 4:15:27 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly more often than every 3 months","Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular check-ups for HIV and hepatitis B;using a condom","Male","66-73","Bachelor","City from 500 thousand to 1 million","Pensioner","Homosexual","Single","Only open"
